"Sex","Age","Marital.status","Number.of.children","Years.of.education","Managerial.position","Work.hours","Full.time","Income","BWAS1","BWAS2","BWAS3","BWAS4","BWAS5","BWAS6","BWAS7","UWES1","UWES2","UWES3","UWES4","UWES5","UWES6","UWES7","UWES8","UWES9","MBI1","MBI2","MBI3","MBI4","MBI5","MBI6","MBI7","MBI8","MBI9","MBI10","MBI11","MBI12","MBI13","MBI14","MBI15","MBI16","PSS1","PSS2","PSS3","PSS4","PSS5","PSS6","PSS7","PSS8","PSS9","PSS10"
1,39,1,2,22,"Non managarial",50,1,48000,3,4,3,2,3,2,4,3,2,6,3,3,3,6,5,3,4,6,6,4,6,4,4,1,1,7,7,3,4,4,3,6,2,3,4,3,3,3,4,4,3,2
1,33,1,3,22,"Lower managarial",47,1,72000,4,3,3,3,3,1,1,3,3,5,4,5,5,5,5,5,3,4,4,3,7,2,6,1,3,6,7,6,3,3,1,7,3,2,2,5,5,2,4,5,2,1
1,31,1,NA,22,"Non managarial",38,1,NA,1,1,1,1,1,1,1,4,3,2,2,2,0,1,1,1,4,1,1,1,7,2,2,3,4,7,4,2,7,2,2,7,3,1,2,5,5,1,5,5,1,1
1,33,0,1,22,"Non managarial",50,1,50000,5,4,3,2,3,4,3,5,5,5,5,6,5,5,6,4,4,5,3,1,4,2,5,1,1,6,5,4,4,3,1,6,3,3,3,3,4,3,4,2,3,3
1,28,1,1,22,"Non managarial",40,0,25000,1,3,1,1,2,3,1,5,5,6,5,5,5,5,5,5,2,3,3,3,6,1,6,1,1,7,7,6,4,1,1,7,4,1,3,4,5,5,4,4,2,1
0,39,1,3,22,"Middle managarial",40,1,1e+05,2,4,1,3,2,2,4,5,5,5,5,0,5,6,5,0,4,6,5,1,7,1,7,1,1,7,7,7,7,1,1,6,3,2,3,3,3,3,3,3,3,3
0,30,0,1,22,"Non managarial",40,1,40000,2,2,2,1,1,1,1,4,5,5,3,6,5,5,4,3,2,2,1,1,6,1,5,2,1,5,5,4,3,2,1,5,3,3,4,3,3,4,3,3,2,3
1,49,1,3,22,"Middle managarial",60,1,54000,2,5,2,5,3,4,4,3,5,6,2,5,3,5,6,6,5,5,4,4,7,3,2,1,2,5,3,3,4,3,1,4,3,3,4,4,3,4,4,2,3,4
1,32,0,1,22,"Non managarial",35,1,22000,2,3,1,1,3,2,1,4,5,5,5,5,3,6,3,2,2,1,2,2,6,1,6,1,2,6,5,5,6,1,1,6,3,2,3,5,4,3,4,4,2,1
0,47,1,2,22,"Lower managarial",50,1,90000,3,4,3,3,4,3,1,3,4,5,4,5,5,5,5,5,5,6,4,4,5,3,6,1,2,6,6,6,6,5,2,5,2,2,2,4,4,4,4,4,3,2
0,34,1,2,22,"Non managarial",30,1,60000,4,2,3,1,3,1,1,3,3,2,2,5,2,6,4,3,2,5,2,1,7,2,7,1,3,4,4,2,1,1,1,5,2,1,4,5,5,1,4,4,2,1
1,36,1,2,22,"Non managarial",47,1,53400,5,5,3,4,4,5,3,5,4,6,4,4,5,3,4,3,2,3,4,2,7,2,2,1,2,6,6,4,5,4,2,5,3,3,4,4,3,2,4,4,3,2
0,40,1,2,22,"Non managarial",50,1,40000,2,4,1,1,2,3,2,4,5,5,2,0,3,5,3,2,2,4,4,3,5,2,5,4,2,6,6,5,6,4,1,5,2,1,2,1,4,1,5,4,2,1
1,28,1,1,22,"Non managarial",84,1,18840,3,4,3,4,2,4,4,5,5,6,5,5,5,6,6,5,4,5,6,3,7,2,6,1,2,7,7,3,2,2,1,7,3,2,4,4,3,3,4,2,3,2
0,31,0,1,22,"Non managarial",40,1,48000,2,2,3,1,2,3,4,2,2,4,4,2,2,4,3,2,7,6,7,7,5,7,5,6,7,6,5,5,4,7,6,4,3,3,3,5,3,3,5,3,2,2
1,38,0,NA,21.5,NA,48,1,NA,3,2,1,2,1,1,1,6,6,6,6,5,5,6,5,1,1,2,2,1,6,1,7,1,1,7,7,7,7,1,1,7,2,1,2,4,4,1,4,3,2,1
1,43,1,2,21.5,"Lower managarial",45,1,NA,2,4,1,2,2,2,1,5,5,5,4,5,4,5,5,4,3,3,3,3,6,3,4,1,2,6,6,5,4,3,2,6,2,2,3,4,4,2,4,3,2,2
1,30,1,1,21,"Lower managarial",70,1,NA,4,4,1,3,1,2,3,3,3,5,3,3,3,5,5,1,4,6,4,4,6,5,5,4,5,6,6,5,4,6,4,5,2,2,3,5,5,2,3,4,2,2
1,31,1,1,21,"Non managarial",50,1,45000,3,4,1,3,3,3,2,2,5,5,5,6,5,5,5,5,3,4,2,2,5,2,5,2,2,6,6,6,4,2,2,6,2,2,2,4,4,2,4,4,2,2
1,34,1,2,21,"Non managarial",50,1,51600,4,4,4,4,2,4,2,5,5,6,1,4,5,5,5,5,6,6,5,1,7,4,6,4,6,7,7,5,6,4,3,6,4,2,3,5,4,2,4,4,2,1
1,53,1,3,21,NA,40,1,54000,4,3,3,2,4,3,2,5,4,6,5,5,4,3,3,3,3,6,4,2,6,3,4,1,5,7,4,4,7,1,1,7,3,2,3,1,4,3,4,4,3,3
1,32,1,3,21,"Non managarial",40,1,NA,5,2,3,1,5,1,2,2,2,5,5,5,5,6,4,0,1,3,2,2,6,1,2,1,1,6,7,2,7,2,1,6,3,4,5,3,3,3,5,2,3,3
1,31,0,1,21,"Non managarial",45,1,39000,3,4,3,2,1,3,1,4,4,4,4,4,3,5,5,5,3,4,1,1,7,1,6,7,1,6,6,5,7,1,1,6,4,1,3,3,2,2,2,4,1,1
1,57,1,3,21,"Non managarial",40,1,40000,1,4,4,1,1,1,4,1,1,3,1,1,1,1,1,1,7,7,7,7,5,7,6,1,4,7,7,7,7,5,7,7,4,3,5,4,5,3,4,5,4,4
1,47,1,4,21,"Middle managarial",50,1,90000,4,4,1,3,2,2,1,5,5,6,1,6,3,3,4,3,1,4,2,1,7,1,7,1,1,7,7,7,4,1,1,6,3,3,3,5,4,1,4,5,4,1
1,34,1,2,21,"Non managarial",40,1,60000,3,3,1,1,3,3,1,0,4,5,5,4,5,6,5,3,3,3,2,2,5,1,6,1,1,6,6,6,6,1,1,7,3,4,4,4,3,4,3,3,4,2
1,43,1,2,21,"Lower managarial",50,1,95000,4,4,3,3,2,3,1,1,1,3,2,3,2,4,3,1,4,4,3,4,4,4,2,2,3,3,3,3,4,3,2,4,2,3,4,3,3,4,4,3,3,3
1,48,1,3,21,"Non managarial",60,1,140000,4,4,4,3,3,3,3,3,3,6,5,2,1,3,6,5,5,4,3,2,7,2,4,2,2,6,5,4,2,2,1,7,4,4,3,2,3,4,2,2,3,3
1,40,1,2,21,"Middle managarial",40,1,39600,4,3,4,3,4,2,5,5,5,5,3,5,5,5,5,5,6,7,4,3,7,6,7,1,5,6,6,7,7,1,1,6,4,3,4,4,4,4,2,4,5,3
0,42,1,2,21,"Lower managarial",60,1,60000,3,4,1,2,2,1,1,5,5,6,6,6,6,6,6,5,1,1,1,1,7,1,7,1,1,7,6,6,6,1,1,6,2,2,1,4,4,2,3,4,3,2
0,27,1,1,21,"Lower managarial",55,0,26000,3,5,4,4,3,4,3,5,5,6,6,5,6,6,5,5,2,3,1,2,6,1,6,2,1,7,7,6,5,1,1,6,2,1,3,5,4,2,4,5,1,2
1,28,1,1,21,"Non managarial",40,1,24000,3,3,3,2,2,3,3,4,4,6,5,4,3,6,6,5,5,5,4,3,7,3,6,2,5,7,7,7,7,1,1,7,3,2,3,4,4,4,4,4,3,4
0,32,1,1,21,"Non managarial",40,1,25000,2,4,2,1,1,4,1,1,1,2,1,0,0,1,3,0,2,4,5,4,6,2,3,1,3,4,2,2,2,3,2,3,2,2,3,4,4,4,4,4,4,3
0,66,1,3,21,"Lower managarial",40,1,70000,1,5,1,4,3,3,3,6,5,6,6,6,6,6,6,5,2,2,1,1,7,1,7,1,1,7,7,7,7,1,1,7,3,1,3,5,4,2,4,5,3,1
1,50,1,5,21,NA,36,0,NA,3,4,4,4,2,4,4,3,3,2,0,2,2,0,1,0,2,6,4,6,7,3,1,5,5,7,4,7,4,1,1,7,2,3,3,4,4,3,4,4,3,2
0,35,1,2,21,"Non managarial",60,1,50000,3,3,2,2,3,3,2,5,4,5,5,5,4,6,5,4,1,2,2,1,5,1,4,1,1,6,6,4,5,1,1,7,2,2,2,2,4,2,2,2,2,2
1,32,1,1,21,"Non managarial",60,1,30000,3,3,2,3,2,3,2,4,4,5,5,5,4,5,4,4,2,3,3,1,6,1,5,1,1,3,4,5,3,2,1,4,3,2,2,4,4,2,4,4,2,2
1,34,1,NA,21,"Non managarial",38,1,22200,4,3,2,1,3,2,1,4,4,4,2,0,3,1,2,2,4,4,3,3,4,2,1,2,6,7,4,3,4,6,7,5,5,3,3,4,3,2,3,3,4,3
1,30,1,1,21,"Non managarial",80,0,37440,4,4,3,3,2,2,2,4,4,5,5,3,5,2,3,5,2,2,2,3,6,2,4,2,2,4,6,4,6,2,2,2,4,4,4,3,3,5,4,2,3,5
1,42,1,3,21,"Non managarial",50,1,52000,3,4,1,3,4,3,3,6,6,6,5,5,5,5,5,5,5,6,6,6,6,6,7,1,4,7,7,7,7,3,1,6,3,4,3,3,3,3,3,3,4,3
0,29,1,1,21,"Non managarial",50,1,80000,4,3,3,3,3,2,2,4,4,5,4,5,4,4,4,4,4,4,3,3,6,3,4,3,3,5,6,4,6,2,2,4,2,2,4,2,4,3,4,3,3,3
1,27,0,1,21,"Non managarial",45,1,18000,4,4,3,3,3,4,2,1,1,4,2,3,2,3,4,2,4,7,6,6,6,2,6,1,2,6,6,6,4,4,5,5,4,3,4,3,3,4,2,2,4,2
0,44,1,3,21,"Lower managarial",50,1,120000,3,3,2,3,3,3,2,2,3,2,1,3,3,2,4,4,5,6,5,4,6,4,5,3,4,4,5,3,5,5,3,4,2,3,2,1,4,3,3,4,2,2
0,28,1,1,21,"Non managarial",48,1,15000,3,3,2,1,1,4,1,3,3,5,4,3,5,6,5,5,2,7,6,4,6,2,5,1,1,6,7,5,7,4,2,6,3,4,3,5,4,3,4,4,5,3
1,40,1,2,20,"Non managarial",48,1,40000,1,5,1,3,1,3,3,6,5,5,3,2,2,5,5,2,2,4,4,2,7,2,6,2,2,6,6,6,7,1,1,6,3,2,2,4,4,2,5,4,2,1
0,79,1,2,20,"Non managarial",50,1,40000,1,5,1,5,4,4,4,5,5,6,5,5,5,6,5,6,1,2,1,1,6,1,7,1,1,7,6,7,7,1,1,7,2,1,3,4,4,3,4,4,4,3
1,42,1,3,20,"High managarial",60,1,NA,3,4,2,1,4,3,2,4,5,5,4,5,6,6,5,4,2,4,1,1,7,4,7,1,3,6,6,6,5,1,2,5,3,3,3,4,3,2,3,4,3,3
0,57,1,2,20,"Non managarial",40,1,48000,2,3,1,3,3,3,1,5,6,6,6,6,6,6,5,0,1,3,1,1,7,1,6,1,1,7,6,4,6,1,1,7,2,1,3,5,4,2,5,5,2,2
1,41,0,NA,20,"Non managarial",40,1,NA,1,2,1,1,1,1,1,1,1,1,0,3,1,1,1,0,1,1,1,2,2,1,2,2,2,1,2,2,3,2,1,1,3,2,3,4,4,2,3,4,3,1
1,32,1,2,20,"Non managarial",40,1,NA,3,3,2,1,1,1,1,1,3,5,1,6,5,6,5,2,2,6,2,2,2,1,7,1,1,7,7,5,7,1,1,4,3,2,3,4,3,3,4,4,2,2
1,49,0,2,20,"Non managarial",60,0,NA,4,4,4,2,5,3,1,6,6,6,6,6,6,6,6,6,3,4,2,3,6,1,2,1,1,2,7,3,7,7,7,4,1,1,1,1,5,5,5,5,1,2
1,29,1,2,20,"Non managarial",50,1,35000,3,3,4,2,2,2,1,2,2,3,2,3,2,3,1,4,3,4,4,5,6,4,2,1,2,2,4,3,5,3,4,2,5,4,5,5,3,4,3,2,3,4
1,58,1,4,20,"Non managarial",40,1,60000,3,4,1,2,3,3,3,5,5,5,5,5,5,5,5,5,2,2,2,2,6,2,4,1,1,7,6,6,7,1,1,7,3,2,3,2,2,2,4,4,3,2
1,41,1,3,20,NA,60,1,NA,3,4,5,2,1,4,1,4,5,6,6,6,1,6,3,1,1,6,1,1,7,1,7,7,1,7,7,7,1,1,1,7,1,1,1,5,4,1,5,5,1,1
1,44,1,1,20,"Non managarial",50,1,NA,2,4,2,4,3,4,3,3,3,4,3,5,3,3,5,3,3,2,3,1,6,3,3,2,2,4,4,3,2,2,2,5,3,2,4,4,3,4,4,4,3,3
1,28,1,1,20,"Non managarial",55,1,NA,2,4,4,3,3,4,4,4,3,6,2,3,4,4,6,6,5,6,4,3,6,2,7,2,2,7,4,2,5,2,3,7,4,3,4,4,5,1,4,5,4,2
1,48,NA,2,20,"High managarial",40,1,NA,2,1,1,1,2,1,1,5,5,5,1,5,5,1,2,3,2,1,2,1,6,2,4,1,1,7,6,6,7,3,2,7,2,1,4,4,3,1,2,3,4,3
1,41,1,2,20,"Lower managarial",40,NA,60000,4,4,3,3,3,3,3,5,5,6,6,5,5,6,6,5,2,2,2,2,7,2,7,1,1,7,6,6,7,2,1,7,4,3,5,4,4,3,3,3,4,4
1,42,1,3,20,"Non managarial",60,1,38280,2,4,1,2,1,4,1,5,5,6,5,5,5,5,5,4,2,3,3,2,7,2,6,1,1,6,7,4,7,1,1,6,3,2,3,5,5,2,4,4,2,1
0,29,1,1,20,"Non managarial",50,1,30000,3,1,1,1,1,1,1,0,0,3,2,2,2,2,2,1,3,3,3,3,3,4,1,4,5,3,4,2,4,3,4,3,4,3,4,3,3,4,2,4,4,4
1,38,1,2,20,"Non managarial",40,1,3000,4,2,3,1,2,3,3,3,3,5,3,1,3,6,3,3,3,6,2,3,3,2,3,2,2,2,2,2,4,2,1,2,4,3,4,2,3,3,3,3,3,2
0,29,0,1,20,"Non managarial",85,1,60000,2,2,1,4,3,4,4,4,3,3,5,5,4,1,4,4,1,2,2,2,7,2,3,1,2,3,5,3,4,3,4,4,1,3,2,3,4,2,5,4,1,2
0,32,0,2,20,"Non managarial",42,1,NA,1,2,1,1,1,1,1,5,5,2,2,5,2,2,1,2,1,2,1,2,4,1,3,1,1,4,4,2,4,2,2,4,2,2,2,4,5,2,4,4,2,1
1,49,0,2,20,"High managarial",60,1,NA,3,3,2,3,3,3,2,6,5,5,5,5,5,5,5,5,4,4,3,4,6,1,6,1,2,4,4,4,4,4,2,4,4,3,4,4,4,4,3,4,2,2
1,45,1,4,20,"Non managarial",48,1,NA,4,4,4,3,3,4,3,5,5,5,2,3,5,3,5,5,4,4,3,2,4,4,2,3,4,4,4,2,4,6,6,3,4,4,5,4,3,5,3,1,4,4
1,27,1,1,20,"Non managarial",50,NA,NA,3,4,3,4,3,2,1,1,2,6,4,4,4,6,6,3,3,6,3,2,6,1,2,1,1,6,3,2,2,3,2,6,3,2,4,3,3,4,4,3,4,4
1,28,1,1,20,"Non managarial",44,1,NA,3,4,3,2,1,2,2,5,4,5,3,2,2,2,3,5,3,4,4,3,6,2,3,1,2,5,6,4,6,6,4,5,2,1,3,4,4,4,3,3,4,2
0,40,1,3,20,"High managarial",55,1,18000,4,3,3,4,4,3,2,5,5,5,5,5,5,6,4,4,2,4,3,2,6,1,7,1,2,6,6,6,1,2,1,6,3,2,4,4,4,2,5,5,4,2
1,46,1,5,20,"Non managarial",40,1,2000,1,3,4,1,2,1,1,5,5,5,4,5,4,5,5,4,2,2,1,1,7,1,7,1,1,7,7,7,7,1,1,7,3,3,2,4,3,2,4,3,2,2
1,27,1,NA,20,"Non managarial",40,1,NA,3,2,3,2,3,2,1,5,5,5,3,3,5,3,3,4,2,4,4,4,6,4,3,3,4,6,5,3,3,5,5,5,4,3,3,3,2,3,3,3,4,2
1,26,1,1,20,"Non managarial",35,1,21000,3,3,1,1,3,3,1,3,3,5,3,5,1,6,3,0,2,2,2,2,7,1,4,2,2,6,6,4,6,1,1,7,3,2,4,5,5,2,4,4,3,1
1,44,1,2,20,"Non managarial",28,1,54000,1,4,4,3,2,2,4,0,1,5,1,1,3,3,2,3,7,7,7,7,6,7,6,2,6,6,4,3,7,6,6,4,3,2,4,4,4,3,3,4,4,3
1,25,0,1,20,"Non managarial",40,1,40000,2,2,2,2,2,2,2,5,5,5,1,4,3,3,2,3,4,4,5,4,6,3,4,5,5,6,6,4,5,5,6,5,3,2,3,4,3,3,4,4,3,1
1,29,1,1,20,"Non managarial",41,1,NA,1,1,1,1,1,1,1,5,5,5,4,3,4,5,4,2,2,4,6,3,7,3,6,1,3,6,6,3,6,2,1,6,3,2,4,3,3,3,3,4,2,2
1,43,0,1,20,"Non managarial",22,1,NA,3,4,2,2,2,4,3,4,4,4,3,3,3,3,3,3,2,2,3,2,6,2,3,2,2,6,6,5,6,1,1,6,4,4,5,4,3,3,4,4,2,2
1,51,1,2,20,"Non managarial",40,1,NA,2,2,1,2,2,2,3,5,5,6,3,4,2,6,3,1,2,3,3,2,7,2,4,2,2,7,7,7,2,2,1,7,3,2,3,4,4,3,4,4,3,2
1,43,1,NA,20,"Non managarial",48,1,60000,1,2,1,1,1,1,1,5,4,5,4,5,4,5,3,1,2,2,2,1,6,2,7,1,3,7,7,6,4,2,2,6,2,2,3,5,5,1,5,3,3,1
1,32,0,1,20,"Non managarial",95,1,70000,2,5,5,5,3,5,5,5,5,6,6,5,5,5,6,5,7,7,6,6,7,6,6,2,2,6,6,7,7,5,3,6,5,5,5,3,4,3,3,4,5,4
0,27,0,1,20,NA,80,1,40000,2,4,1,1,3,3,1,3,4,5,4,2,5,5,5,4,2,3,2,2,7,2,6,1,2,6,6,6,7,2,2,6,2,1,2,4,4,2,4,4,2,2
0,32,1,1,20,"Non managarial",40,1,60000,3,3,3,3,3,4,4,1,4,3,4,3,4,4,3,3,6,6,6,6,4,6,5,6,4,4,4,2,6,6,6,6,4,4,5,5,3,3,3,3,5,5
0,26,1,1,20,"Non managarial",45,0,20000,2,2,4,1,5,3,1,3,3,3,3,3,5,4,4,5,2,4,6,5,7,3,4,2,3,4,5,4,6,5,3,5,3,1,4,4,4,1,3,4,2,1
0,25,1,1,20,"Lower managarial",50,1,25000,4,4,5,5,2,4,4,4,5,4,1,1,5,1,6,6,4,3,2,1,5,2,4,5,5,5,5,3,4,4,3,3,4,4,3,3,4,4,5,2,3,2
1,38,1,2,20,"Non managarial",35,1,NA,2,3,1,1,1,2,1,6,6,6,6,5,3,6,3,2,2,4,4,2,4,1,7,1,1,7,7,7,7,4,1,7,4,4,3,4,3,3,3,3,4,3
0,25,1,1,20,"Non managarial",50,1,25000,4,4,4,4,3,4,4,5,5,5,4,4,5,5,5,4,3,4,3,2,5,2,4,2,2,4,5,4,4,3,3,3,3,4,4,3,3,4,3,3,4,4
0,41,1,3,20,"High managarial",60,1,87000,4,4,1,4,3,3,2,5,5,6,6,5,5,6,6,4,2,3,2,1,7,1,7,1,1,7,6,4,3,1,1,5,2,1,2,1,4,1,1,4,1,1
1,34,1,1,20,"Non managarial",47,1,48000,3,4,2,3,3,4,4,3,3,3,2,2,2,2,5,5,6,7,6,6,5,6,5,4,6,5,5,4,6,6,5,4,4,5,5,2,2,5,3,2,4,4
1,32,1,1,20,"Non managarial",40,1,NA,3,4,4,4,4,4,4,1,2,6,2,1,3,6,5,5,2,3,4,2,6,2,1,2,2,6,6,6,6,2,2,5,4,4,4,3,2,4,3,3,4,3
NA,42,1,2,20,"Non managarial",45,1,38000,2,3,2,1,2,1,1,3,3,3,3,4,4,4,3,2,4,4,4,4,6,3,4,2,2,4,4,4,6,2,1,5,3,2,3,4,4,2,4,4,3,2
0,28,1,NA,20,"Non managarial",40,1,2800,3,4,1,2,1,2,1,5,5,5,2,3,1,4,0,0,3,5,4,1,6,6,6,5,6,7,7,4,7,5,6,6,4,2,3,4,4,4,5,5,3,2
0,32,1,4,20,"Lower managarial",50,1,93000,2,4,2,3,1,3,1,4,4,5,4,4,4,5,4,4,2,4,6,6,6,3,6,2,2,6,6,6,6,3,3,5,1,4,2,4,4,3,4,2,2,2
1,49,0,1,20,"High managarial",53,1,1e+05,2,4,3,4,3,4,4,4,4,5,3,3,3,5,5,5,6,6,6,5,6,6,6,1,6,6,6,6,6,5,5,6,4,5,5,3,2,4,3,2,4,5
1,26,1,1,20,"Non managarial",40,0,20000,3,3,1,2,1,1,3,3,3,1,4,3,3,2,3,0,6,5,6,5,4,5,1,7,7,4,4,2,5,6,5,2,4,3,4,3,3,4,3,3,5,4
1,29,1,NA,20,"Non managarial",56,1,NA,4,3,3,4,3,4,3,3,2,4,4,2,5,3,5,5,6,6,7,6,4,6,2,4,5,4,3,2,5,6,6,3,4,4,5,3,2,3,2,2,4,4
1,29,1,1,20,"Non managarial",41,1,36000,1,4,1,1,1,4,4,0,0,1,0,0,6,0,2,2,7,7,7,4,7,7,1,7,7,7,2,1,7,7,7,7,5,4,5,2,2,3,1,1,4,3
1,35,1,3,20,"Middle managarial",65,1,NA,4,5,2,4,5,5,3,5,5,6,6,6,6,6,6,6,1,4,2,1,7,1,7,1,1,7,7,7,7,2,1,7,4,3,3,4,4,3,3,3,3,2
0,35,1,1,20,"Middle managarial",42,1,60000,2,2,3,2,1,1,2,3,3,5,4,5,4,5,4,3,2,4,4,4,6,3,7,1,2,6,5,2,4,3,1,6,3,2,4,4,2,4,5,2,3,2
0,35,0,1,20,"Non managarial",40,1,NA,2,2,2,1,1,1,1,3,3,4,3,3,3,4,4,4,2,2,6,3,6,2,5,2,3,5,6,5,4,4,3,3,3,1,2,4,3,1,4,3,3,2
1,58,0,1,20,"Non managarial",60,1,NA,1,4,1,4,5,4,4,3,3,5,2,1,1,1,3,0,6,6,6,6,6,7,3,1,6,6,6,5,7,3,1,4,1,1,3,3,3,4,4,4,3,3
1,36,1,2,19,"Non managarial",40,1,35000,2,2,3,1,3,1,3,2,5,6,6,6,6,6,6,0,2,2,2,1,7,2,7,1,2,7,3,2,7,1,2,6,4,4,4,4,4,4,4,3,4,2
1,32,1,2,19,"Non managarial",40,1,36000,1,2,1,1,1,3,1,3,3,6,3,6,3,6,3,0,1,1,4,1,4,1,4,1,1,4,4,4,4,1,1,4,3,2,4,2,4,1,2,3,3,1
0,64,1,3,19,"Non managarial",60,1,NA,4,2,1,2,3,1,1,5,5,6,6,5,5,6,5,2,1,2,2,3,7,1,1,1,1,7,7,7,7,7,1,7,2,1,3,5,5,1,5,5,1,1
0,38,1,4,19,"Lower managarial",45,1,66000,3,3,1,1,1,3,2,5,5,5,3,5,5,4,5,5,1,5,2,1,7,1,6,1,1,7,6,4,5,1,1,5,1,1,2,5,4,2,4,4,3,1
1,25,1,1,19,"Non managarial",70,1,36000,2,4,4,1,3,4,1,2,2,0,0,2,2,0,2,2,4,3,3,4,4,5,1,4,5,3,3,1,1,7,7,2,3,4,3,3,3,3,4,2,3,3
1,33,1,3,19,"Non managarial",40,1,66861,2,2,1,1,2,1,1,3,5,6,3,1,1,6,5,5,2,2,4,3,6,1,7,1,1,7,4,2,7,1,1,7,2,2,3,5,4,1,3,1,4,1
0,46,1,3,19,"Non managarial",40,1,60000,2,3,1,2,1,1,2,5,5,6,3,6,3,6,5,3,2,5,2,2,6,2,7,1,2,7,6,6,6,1,1,6,4,3,3,4,5,2,3,5,4,2
0,33,1,2,19,"Non managarial",40,1,45243,3,2,1,1,1,1,1,2,2,2,0,0,0,1,1,1,3,3,3,3,4,2,1,2,5,7,2,2,7,4,2,6,3,2,3,4,3,2,3,3,3,1
1,35,1,3,19,"Non managarial",40,1,NA,3,3,2,2,3,3,3,5,5,5,4,5,5,4,5,3,2,4,2,2,4,1,3,1,2,6,6,4,2,1,1,6,4,3,4,5,4,2,3,4,3,3
0,34,1,4,19,"Non managarial",40,1,52375,4,4,4,3,4,4,3,3,3,4,2,2,3,3,3,3,5,6,6,6,6,4,4,6,6,4,4,4,6,4,4,5,4,5,5,3,3,4,2,2,3,4
1,38,1,3,19,"Non managarial",40,1,20000,3,3,3,2,2,4,3,6,5,5,3,4,5,5,5,6,2,5,3,3,6,2,3,1,1,5,5,2,5,1,1,6,3,3,4,4,3,3,4,4,3,3
NA,61,0,NA,19,"Lower managarial",40,1,NA,2,2,1,1,2,1,1,3,4,6,3,5,6,3,6,0,2,3,3,2,7,1,7,1,1,7,6,6,7,1,1,7,3,1,3,5,4,2,4,4,3,2
0,28,1,1,19,"Non managarial",45,1,24000,3,4,1,4,2,3,2,2,3,5,0,4,3,5,5,1,4,3,2,4,7,2,5,1,3,7,6,5,6,3,2,7,2,1,2,5,4,2,4,4,2,2
1,34,NA,2,19,"Non managarial",55,1,NA,1,4,3,2,1,1,1,1,1,3,1,1,3,2,2,3,6,5,4,3,7,5,5,4,5,6,3,3,1,4,4,5,2,3,3,5,4,2,5,3,3,1
1,51,1,2,19,"Non managarial",40,1,NA,1,2,1,1,2,1,1,5,5,5,3,5,3,5,5,0,2,2,1,2,7,1,6,1,2,7,6,6,7,1,1,7,3,2,3,5,5,2,5,5,2,2
1,35,1,3,19,"Middle managarial",40,1,36000,3,4,1,1,4,2,2,5,5,6,5,5,5,5,6,5,2,3,2,1,7,1,7,1,1,7,7,7,7,1,1,7,3,1,4,5,4,3,3,4,3,1
0,25,1,1,19,"Non managarial",47,NA,NA,4,3,4,2,2,2,3,3,3,5,5,5,4,5,5,5,4,4,3,1,7,1,7,1,6,7,7,5,7,5,1,7,2,3,4,3,3,3,2,3,4,3
1,41,1,2,19,NA,40,0,35000,3,2,2,2,2,1,2,6,6,6,6,5,4,5,5,1,3,1,3,1,7,1,7,1,1,7,7,7,3,1,1,7,3,3,4,3,4,3,4,4,3,2
1,26,1,1,19,"Non managarial",65,1,22000,4,4,1,3,2,4,2,4,3,4,3,2,2,1,5,4,2,5,2,2,4,1,2,1,2,3,4,2,6,6,2,4,3,2,3,5,4,3,4,4,3,2
1,40,1,3,19,"Non managarial",28,1,50000,4,4,3,3,3,3,2,5,5,6,6,5,6,6,6,5,2,2,3,4,3,2,7,1,1,7,7,7,7,5,1,7,3,3,2,2,2,2,2,4,2,2
0,29,1,1,19,"Middle managarial",50,1,68000,4,4,3,4,2,3,3,5,5,4,4,5,2,5,4,5,2,3,1,1,6,2,3,1,2,7,6,3,4,2,2,6,3,3,3,4,4,2,3,4,3,2
0,41,0,1,19,"Non managarial",40,1,58000,3,2,1,1,1,3,2,6,6,5,1,5,3,2,4,4,1,1,1,1,7,2,4,1,3,5,4,3,6,6,4,7,1,1,2,5,4,2,5,5,1,1
1,27,1,1,19,"Non managarial",40,1,36000,2,1,2,1,1,1,1,3,3,4,2,5,4,3,3,0,1,2,2,1,6,1,3,3,2,6,7,3,7,3,3,6,2,3,2,5,5,2,5,5,2,1
1,34,1,2,19,"Non managarial",55,1,70000,4,4,2,3,3,3,3,3,3,3,2,3,4,4,3,2,2,2,3,2,5,3,3,2,6,6,4,2,2,2,5,3,3,3,4,4,4,3,3,3,3,3
0,38,1,3,19,"Non managarial",53,1,27000,2,4,1,4,3,2,4,3,4,3,1,4,5,5,4,3,3,5,3,2,6,5,6,2,5,6,6,5,5,1,1,6,3,3,3,4,4,3,4,4,2,1
1,41,1,3,19,"Non managarial",40,1,43000,2,3,2,1,2,2,1,4,4,5,3,4,3,5,4,5,2,4,2,1,5,1,5,1,2,5,5,4,6,3,1,6,2,3,2,4,4,2,4,3,3,1
1,38,1,2,19,"Non managarial",40,1,NA,2,3,3,1,4,3,1,5,5,5,4,5,4,5,5,5,1,2,1,2,3,1,6,6,6,4,6,5,7,1,1,6,2,1,3,4,4,3,4,4,2,1
1,39,1,3,19,"Non managarial",40,1,60000,3,3,1,2,3,3,1,6,5,6,5,5,5,6,6,5,2,3,2,1,7,1,4,2,3,7,7,7,7,2,1,7,4,1,3,5,5,2,3,5,4,2
1,50,0,3,19,"Middle managarial",45,1,60000,3,4,4,1,1,3,3,5,5,6,5,5,6,5,5,4,3,6,5,2,7,2,6,1,2,7,7,6,4,2,2,6,4,4,4,4,3,3,4,3,3,4
