"Sex","Age","Marital.status","Number.of.children","Years.of.education","Managerial.position","Work.hours","Full.time","Income","BWAS1","BWAS2","BWAS3","BWAS4","BWAS5","BWAS6","BWAS7","UWES1","UWES2","UWES3","UWES4","UWES5","UWES6","UWES7","UWES8","UWES9","MBI1","MBI2","MBI3","MBI4","MBI5","MBI6","MBI7","MBI8","MBI9","MBI10","MBI11","MBI12","MBI13","MBI14","MBI15","MBI16","PSS1","PSS2","PSS3","PSS4","PSS5","PSS6","PSS7","PSS8","PSS9","PSS10"
1,33,1,3,18,"Non managarial",40,0,37000,4,4,3,1,1,3,2,2,2,5,4,3,2,3,3,2,4,6,4,3,3,2,2,1,2,6,5,3,5,1,3,2,3,4,5,3,3,4,3,3,3,3
0,24,1,1,18,"Middle managarial",43,1,45000,3,3,1,1,1,1,1,4,3,5,4,2,4,5,5,3,3,3,4,2,7,1,6,1,2,4,6,4,1,1,1,6,2,2,4,4,4,2,4,4,3,2
1,53,1,3,18,"Lower managarial",50,1,NA,3,4,4,4,5,4,3,4,4,4,5,4,4,3,3,3,6,4,6,5,6,6,6,5,7,7,6,6,5,7,7,6,4,2,4,2,4,3,3,3,4,3
1,30,1,1,18,"Middle managarial",50,1,60000,5,5,5,5,5,5,5,5,5,6,5,4,4,6,6,5,5,4,6,1,7,1,6,1,2,7,7,6,4,3,3,6,4,3,4,3,3,3,3,3,3,3
1,32,1,2,18,"Middle managarial",40,1,170000,1,1,4,4,4,2,1,4,4,5,5,5,6,6,5,5,3,2,2,1,4,2,3,1,1,3,3,3,3,3,1,3,4,3,4,3,4,3,3,4,4,3
1,26,0,NA,18,"Non managarial",50,1,NA,2,3,3,1,2,1,1,3,5,6,3,5,6,6,3,2,2,5,5,1,7,1,4,1,1,7,7,6,7,1,1,6,4,2,4,3,3,2,4,2,5,1
1,25,0,NA,18,"Non managarial",50,1,NA,1,2,1,2,3,1,2,4,3,5,3,5,4,6,4,4,3,4,4,1,3,2,5,2,2,4,5,3,6,5,3,6,4,2,4,5,5,2,3,4,5,2
1,25,1,1,18,"Non managarial",50,1,45000,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,7,7,7,7,6,7,2,1,7,6,4,3,6,7,7,5,5,5,5,2,3,5,2,2,5,5
1,31,1,NA,18,NA,40,1,24,2,2,3,1,1,1,2,4,4,2,5,3,3,3,3,1,3,3,3,3,7,1,6,1,2,6,6,2,7,4,1,3,4,4,4,3,3,3,3,2,4,3
0,42,1,4,18,"Non managarial",40,1,NA,3,4,3,2,2,4,3,2,3,5,3,3,4,4,3,3,2,6,5,4,7,3,5,6,6,6,6,6,7,5,3,6,2,2,4,4,4,3,3,2,3,3
0,45,1,3,18,"Non managarial",40,1,26000,2,2,2,2,2,3,2,3,3,3,4,4,5,4,4,5,5,4,3,4,4,6,6,5,5,5,6,5,6,4,6,5,2,3,2,4,4,3,3,4,3,3
0,31,1,2,18,NA,44,1,26000,3,5,3,3,2,4,4,3,3,4,3,3,4,3,3,4,5,5,4,4,6,6,6,4,6,6,5,5,4,4,5,5,3,3,4,3,3,3,5,4,3,3
1,21,0,1,18,"Non managarial",42,0,6000,2,3,1,1,3,3,3,5,5,1,1,0,0,0,0,2,4,6,5,5,6,7,5,6,7,5,4,3,3,7,7,5,3,2,2,4,4,2,3,4,3,2
1,60,1,3,18,"High managarial",40,1,NA,3,3,1,3,1,2,1,6,6,6,6,5,6,6,6,6,1,2,4,4,7,1,7,1,1,7,7,7,7,1,1,7,3,2,3,5,5,2,4,5,3,2
1,27,1,1,18,"Non managarial",40,1,42000,2,1,1,1,3,1,1,5,6,6,4,6,6,5,4,6,1,6,5,1,7,1,6,1,1,6,7,3,7,1,1,7,5,3,5,2,3,2,5,3,3,3
1,25,1,1,18,"Lower managarial",40,1,0,2,3,1,1,1,3,1,2,2,3,3,2,2,2,2,3,2,4,4,2,4,2,2,1,3,3,3,3,3,2,2,3,3,2,3,3,4,3,3,3,4,2
1,26,1,1,18,"Non managarial",40,1,NA,1,3,1,3,1,3,2,5,5,5,1,5,5,3,5,5,2,2,1,1,3,2,3,1,2,6,6,3,6,2,2,5,3,2,3,4,4,2,3,4,2,3
1,26,1,NA,18,"Non managarial",51,1,24000,2,3,1,3,1,3,2,1,1,5,1,0,0,1,3,0,3,4,4,4,7,4,7,2,4,7,4,6,7,1,2,7,3,3,3,4,3,4,3,2,4,3
1,25,0,1,18,"Non managarial",90,1,42000,5,5,4,5,5,5,2,5,5,6,6,6,6,5,6,6,2,2,2,1,7,1,4,1,1,7,7,4,7,1,1,7,3,4,3,4,2,3,5,5,2,1
1,26,1,1,17.5,"High managarial",45,1,58400,2,4,3,2,2,2,2,4,4,5,0,4,5,4,5,5,4,4,5,5,6,5,4,5,6,7,6,4,5,5,5,6,2,2,3,5,4,2,5,5,2,1
0,26,1,1,17,"Middle managarial",40,1,24000,5,5,1,4,3,1,1,4,3,6,3,4,5,5,3,0,5,4,1,1,6,1,7,3,3,7,6,6,6,1,4,6,3,1,4,5,4,3,4,4,3,3
1,27,1,2,17,"Non managarial",40,1,NA,2,2,1,4,4,3,2,2,2,2,2,3,2,2,3,3,2,6,2,2,4,2,3,1,2,4,4,2,2,2,2,4,3,3,4,4,3,3,4,3,3,2
0,49,1,3,17,"Middle managarial",50,NA,150000,1,2,1,3,1,1,1,5,5,5,3,5,4,4,3,0,1,2,2,2,6,1,6,1,2,6,6,6,2,1,1,6,2,2,2,5,5,2,5,4,2,1
0,68,0,NA,17,"Non managarial",4,NA,70000,1,2,1,1,3,3,1,2,2,6,2,4,0,0,5,2,1,3,2,3,6,1,4,1,3,6,4,2,7,3,1,5,2,2,3,2,4,2,4,4,1,1
0,42,1,5,17,"Lower managarial",62,1,180000,4,4,3,3,4,2,2,5,5,5,4,5,5,5,5,5,1,2,2,1,4,1,5,1,2,6,7,6,5,1,1,6,2,2,4,4,4,2,3,4,3,2
1,34,1,2,17,"Non managarial",42,1,NA,3,2,2,1,2,1,1,5,5,6,4,4,2,5,1,1,1,1,1,1,4,1,4,1,1,3,4,4,1,1,1,3,4,3,4,3,3,3,3,3,3,3
1,31,1,2,17,"Non managarial",40,1,24000,2,4,1,3,2,4,3,2,1,6,2,1,3,1,2,1,5,5,6,6,6,7,6,7,7,7,4,3,7,6,5,7,4,4,5,2,3,3,3,2,3,4
0,27,1,1,17,"Non managarial",50,1,30000,4,4,2,2,4,4,1,4,4,5,5,5,4,6,6,5,4,6,3,4,5,3,6,3,6,6,6,5,6,3,2,5,3,3,4,3,3,3,4,3,3,3
0,39,1,2,17,"Non managarial",80,1,60000,3,3,3,2,4,3,2,3,5,6,5,5,6,4,5,5,4,2,2,1,6,3,4,2,4,6,6,4,6,4,4,6,2,3,3,2,3,1,5,3,3,3
1,25,0,1,17,NA,35,0,28800,3,2,2,1,1,1,1,5,5,6,4,5,5,5,5,3,1,2,2,2,7,1,6,2,2,6,6,6,6,5,4,5,2,2,2,4,4,1,3,5,2,1
0,25,0,1,17,"Non managarial",40,0,NA,4,4,3,2,3,4,4,4,5,5,4,3,5,5,6,3,2,3,3,2,5,1,7,1,1,4,4,2,3,1,1,5,3,2,3,4,4,3,3,3,2,2
1,24,1,1,17,NA,45,1,14000,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,3,4,4,4,5,2,4,2,2,4,5,4,7,4,4,5,3,2,3,4,4,2,4,4,2,2
0,44,1,3,17,"Non managarial",40,1,NA,3,2,2,1,2,2,2,1,3,3,2,3,2,2,3,2,4,4,4,3,5,2,4,1,2,3,4,4,7,4,1,4,2,1,3,4,5,4,4,2,3,2
1,35,1,3,17,"Non managarial",40,1,45000,2,2,2,3,3,3,2,5,5,5,3,5,4,5,5,4,1,1,2,1,7,1,2,1,1,6,6,6,6,4,1,7,3,1,2,4,4,1,4,4,3,1
1,52,1,2,17,"Non managarial",40,1,36000,4,4,3,3,1,2,2,5,5,5,4,5,5,5,5,5,3,2,1,3,7,1,2,1,1,6,6,6,6,3,3,6,3,1,2,5,5,1,5,5,2,1
0,58,1,2,17,"Non managarial",42,1,70000,3,4,3,2,1,3,2,1,2,3,4,5,4,3,3,3,2,2,4,2,5,1,3,1,2,3,5,4,7,3,2,5,2,2,2,2,4,3,4,3,2,3
1,37,1,4,17,"Lower managarial",60,1,60000,1,4,1,3,3,4,1,4,5,6,6,6,6,6,6,5,2,3,2,2,7,1,3,1,1,7,7,7,7,1,1,7,3,2,3,4,4,2,4,3,2,1
1,37,1,2,17,"Non managarial",40,1,33600,1,4,1,3,3,4,2,5,5,6,5,6,5,6,6,3,3,6,1,2,6,3,4,1,1,6,7,7,6,2,2,7,2,1,2,1,5,2,5,5,1,1
1,56,1,3,17,"Non managarial",40,1,80000,2,2,3,2,1,1,2,2,2,3,0,3,0,2,0,0,5,6,3,4,6,4,4,1,6,6,5,3,7,6,6,3,4,3,5,2,2,4,4,2,5,5
1,52,1,1,17,"Non managarial",40,1,55000,4,4,4,4,3,3,2,4,5,6,4,5,6,6,5,5,2,3,3,1,7,2,5,1,2,4,5,3,2,1,1,7,3,1,3,4,5,2,5,4,2,1
1,43,0,3,17,"Middle managarial",43,1,NA,3,3,3,3,2,3,2,5,5,6,5,5,3,3,5,0,4,5,4,4,6,2,6,1,4,7,7,6,6,2,2,6,3,4,4,4,4,3,4,4,3,2
1,42,1,1,17,"Non managarial",35,1,NA,2,3,2,2,1,1,4,5,5,6,4,6,5,6,5,0,1,7,4,1,7,1,6,1,1,1,1,1,1,1,1,1,2,2,3,4,3,2,2,4,2,2
1,24,1,1,17,"Non managarial",90,0,10000,3,4,5,4,4,4,3,2,3,3,3,0,1,2,1,1,2,4,6,6,4,5,4,3,3,4,6,4,3,3,1,4,5,5,3,3,2,3,3,2,4,3
1,27,1,1,17,"Non managarial",60,1,10000,3,3,2,4,4,3,3,4,3,4,3,0,6,3,5,4,4,6,4,6,4,4,4,7,7,6,6,6,7,1,1,4,3,3,3,3,3,3,3,3,1,1
1,35,1,3,17,"Non managarial",50,1,60000,4,4,3,4,3,4,4,3,2,6,3,4,3,3,4,3,5,6,6,4,6,2,4,3,3,3,4,3,6,4,4,4,2,3,3,4,3,4,3,2,3,3
1,37,1,3,17,"Non managarial",45,NA,30000,3,4,1,5,2,3,5,5,4,5,3,4,3,5,5,5,6,7,6,6,6,4,1,1,3,6,6,3,7,4,4,4,5,4,5,2,3,5,2,1,4,4
0,46,1,5,17,NA,30,1,45000,4,4,4,2,3,4,2,4,4,5,3,3,4,5,5,4,4,6,4,5,6,5,5,1,4,4,6,5,6,5,1,6,3,3,3,5,4,5,5,5,2,1
1,23,1,1,17,"Non managarial",30,0,2400,3,2,1,1,3,1,1,0,0,4,0,0,0,0,6,0,5,6,4,6,7,4,3,4,4,4,5,1,6,5,4,2,2,1,3,4,3,2,4,4,4,2
0,33,1,2,17,"Non managarial",37,1,75000,2,2,1,1,2,3,1,2,3,2,1,1,1,3,3,2,3,4,3,3,6,2,5,6,5,6,5,4,5,5,3,6,2,3,4,4,4,1,4,4,2,2
1,29,1,1,17,"Lower managarial",52,1,50000,3,4,2,4,3,4,3,3,3,4,2,2,4,4,5,5,3,6,7,7,5,5,5,4,5,5,6,5,2,1,3,3,4,4,4,3,3,4,2,2,2,3
1,25,1,1,17,"Non managarial",65,1,32000,2,4,3,3,1,3,1,4,4,5,5,4,4,4,4,0,6,6,2,2,6,3,6,1,2,6,6,3,2,5,4,5,4,4,4,3,3,4,4,3,4,2
1,42,1,3,17,"Lower managarial",41,1,NA,1,4,3,2,3,2,2,2,1,6,1,1,3,0,1,1,4,4,6,4,6,3,2,1,3,2,2,2,6,6,6,5,4,3,3,4,4,4,2,2,3,3
0,32,1,2,17,"Middle managarial",60,1,72000,2,4,2,4,1,2,1,3,2,1,0,0,3,2,2,2,3,4,5,3,7,6,6,3,6,5,5,5,1,6,3,3,4,2,3,4,3,4,2,4,3,2
0,39,1,3,17,"Non managarial",40,1,NA,3,2,1,2,1,2,1,3,3,4,2,4,2,4,3,4,2,3,3,2,4,2,4,2,2,4,4,3,4,2,2,3,3,3,2,4,4,3,4,4,3,2
0,25,1,1,17,"Non managarial",40,1,70000,4,3,2,3,3,2,1,6,4,6,6,6,6,6,6,4,1,3,1,1,7,1,4,1,1,5,5,5,7,1,1,6,3,1,2,1,4,3,4,5,2,2
1,27,1,1,17,"Lower managarial",40,1,18000,1,4,2,2,1,3,3,4,5,4,3,5,5,4,5,4,2,4,3,3,6,2,4,1,2,6,6,2,5,3,4,6,3,3,4,4,4,4,3,3,5,3
1,49,1,2,17,"Non managarial",40,1,46800,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6,5,5,7,6,1,1,7,7,7,1,7,7,7,2,5,5,5,3,2,4,3,3,5,5
1,32,1,4,17,"Non managarial",24,0,18000,2,2,2,2,2,2,1,5,5,6,6,6,6,6,6,0,1,2,1,1,7,1,1,1,1,7,7,1,7,1,1,7,3,1,3,4,4,2,4,4,3,1
0,36,1,3,17,"Middle managarial",44,1,80000,3,4,1,2,2,2,1,5,5,5,4,5,4,5,5,3,4,2,1,2,7,2,7,1,1,6,7,6,4,1,2,7,3,2,4,4,4,2,4,4,3,2
0,40,1,2,17,"Non managarial",37,1,NA,1,2,2,2,1,2,2,2,3,4,2,5,4,5,4,4,2,4,2,4,6,2,4,2,2,4,4,4,5,2,2,4,2,2,2,4,4,2,4,4,3,2
1,NA,1,2,17,"Non managarial",23,1,NA,1,3,2,1,1,1,1,5,6,6,5,6,5,6,5,5,2,5,6,3,7,1,4,1,2,2,7,4,7,1,1,6,3,1,2,1,5,1,4,4,3,1
1,51,1,4,17,"Middle managarial",48,1,53028,1,4,2,1,1,1,2,1,1,5,2,2,0,6,5,0,3,6,3,1,4,3,5,1,2,6,3,4,4,1,1,4,4,2,4,4,4,3,3,4,2,2
1,43,1,3,17,"Non managarial",40,1,36000,1,1,1,1,1,1,1,2,3,2,0,2,0,6,5,6,2,3,2,2,7,1,7,1,1,7,7,7,2,1,1,7,2,2,3,5,5,3,3,5,3,1
1,44,0,3,17,"Lower managarial",40,1,3000,1,2,1,1,1,1,1,3,4,5,0,6,1,2,0,0,1,1,2,1,7,1,2,1,1,6,6,2,4,3,1,5,5,4,4,3,3,4,3,2,3,3
1,34,1,1,17,"Non managarial",40,1,NA,1,1,2,1,1,1,1,3,3,4,2,4,3,3,3,1,1,2,2,2,6,1,6,1,2,7,5,2,4,4,2,6,3,2,2,4,4,2,4,4,2,1
1,24,1,1,17,NA,30,0,11000,3,3,4,3,4,1,1,3,3,3,3,3,4,4,4,4,4,4,4,4,5,3,5,3,5,5,5,3,6,3,2,3,4,3,3,2,4,3,2,4,3,2
0,25,1,1,17,"Lower managarial",NA,1,40000,3,3,2,2,2,3,1,2,3,3,0,2,4,3,1,3,2,3,3,3,5,2,5,2,2,5,5,5,4,1,1,4,3,3,2,4,4,2,5,4,2,2
1,51,1,3,17,"High managarial",74,1,90000,1,4,1,2,3,4,2,3,5,6,5,5,5,6,6,3,3,7,4,4,7,7,6,4,3,6,7,6,4,2,2,5,2,3,3,4,4,3,4,4,3,2
1,42,1,4,17,"Non managarial",44,1,NA,4,4,2,1,2,2,1,3,4,5,4,5,5,5,5,4,1,4,2,1,6,1,5,1,1,5,5,5,4,1,2,5,2,1,2,5,4,2,5,4,3,2
1,42,1,2,17,"Non managarial",40,1,36000,1,1,1,1,1,1,1,2,2,3,1,1,3,3,2,0,3,5,4,1,5,2,4,1,2,4,4,3,5,2,2,4,4,4,5,3,3,4,3,2,4,4
1,38,1,3,17,"Lower managarial",50,1,10000,5,2,4,4,5,5,4,3,3,5,5,5,5,6,6,6,5,6,5,4,6,4,7,1,1,7,7,7,7,6,1,6,3,5,5,4,2,4,5,3,4,4
1,31,1,2,17,"Non managarial",40,1,53000,1,1,1,1,1,1,1,1,4,5,2,2,3,6,5,1,3,5,6,5,7,5,3,3,3,7,7,2,7,2,3,7,3,2,4,3,3,4,3,3,3,3
1,33,1,3,17,NA,40,1,30000,3,4,5,3,4,4,3,5,6,6,6,5,5,6,6,6,2,4,3,4,7,1,6,7,1,7,7,7,7,1,2,6,3,2,4,4,4,4,3,2,4,3
1,26,0,1,17,"Non managarial",26,1,40000,2,4,2,4,3,1,1,4,3,6,6,5,2,6,6,4,2,4,1,1,5,2,7,1,1,7,7,7,7,1,1,7,3,2,3,5,4,1,4,4,3,2
1,32,0,2,17,"Middle managarial",45,1,NA,1,3,1,1,4,4,2,4,3,3,3,2,3,4,4,3,6,6,6,6,5,4,5,2,3,7,7,6,1,3,1,5,5,5,5,4,3,4,3,3,5,4
NA,52,1,5,17,"Non managarial",40,1,42500,2,2,1,1,3,1,1,5,5,5,3,5,5,5,4,0,2,4,1,2,7,2,7,1,3,7,6,4,7,2,1,7,3,2,3,4,4,3,3,4,3,3
1,38,1,3,17,"Non managarial",75,1,48000,5,5,1,5,5,5,5,3,4,6,5,5,6,6,6,6,6,7,6,7,5,6,4,1,2,6,7,6,7,6,6,7,5,5,5,5,5,5,3,2,3,3
1,30,1,1,17,"Non managarial",40,1,NA,2,3,3,3,2,2,1,3,3,6,3,3,3,3,5,5,3,4,2,2,7,3,4,2,2,5,5,4,3,2,1,7,2,2,3,4,4,2,4,4,3,2
1,54,1,3,17,"Non managarial",20,1,50000,4,2,3,1,3,2,2,0,0,1,0,0,1,1,0,0,4,4,4,3,4,2,1,2,2,2,2,2,2,2,2,2,3,3,4,3,4,5,3,4,2,2
1,38,1,4,17,"Non managarial",45,1,43000,3,3,1,3,2,4,3,5,5,6,2,3,5,6,6,6,4,6,6,4,4,4,6,2,2,5,7,3,7,4,2,4,3,4,3,3,4,4,3,3,2,1
0,30,1,1,17,"Lower managarial",45,NA,NA,1,4,2,4,4,1,4,5,5,5,4,3,5,5,6,6,4,3,6,1,7,3,6,1,2,7,7,7,7,2,2,7,4,2,4,5,5,3,4,5,3,3
1,34,1,NA,17,"Lower managarial",53,1,NA,1,2,1,1,1,1,1,2,2,6,1,0,0,5,0,0,2,2,2,1,7,2,4,1,2,7,6,3,4,1,1,5,3,2,3,5,4,5,4,5,3,1
1,38,1,3,17,"Non managarial",35,0,48000,2,4,1,1,5,3,3,2,3,6,6,6,6,6,6,6,3,3,1,4,6,2,4,1,2,3,7,4,7,3,1,6,5,4,4,3,3,4,2,3,4,3
0,32,0,1,17,"High managarial",80,1,NA,3,4,4,4,3,4,3,5,5,6,5,5,5,5,6,6,6,7,5,5,7,2,7,1,1,7,7,6,7,1,1,7,4,2,3,5,5,2,4,5,3,3
0,33,1,1,17,"High managarial",76,1,116000,4,5,1,4,2,4,3,5,5,5,3,5,2,6,6,3,2,6,3,2,7,2,7,1,2,6,5,4,1,3,2,6,4,3,4,5,4,3,2,4,2,3
1,36,0,3,17,"Lower managarial",70,1,120000,4,3,4,5,5,4,4,4,4,4,5,3,5,6,5,3,2,3,2,2,6,1,5,1,2,6,6,4,6,2,2,5,3,3,3,4,5,3,5,4,3,2
0,61,1,4,17,"Non managarial",42,1,70000,3,4,3,2,2,2,3,4,5,6,3,5,3,6,5,0,4,4,3,3,7,2,6,1,2,6,4,4,7,1,1,6,3,4,3,5,4,3,4,4,3,4
0,41,1,3,17,"Lower managarial",48,1,150000,3,3,2,3,3,3,2,5,5,5,4,5,4,5,5,4,3,3,3,2,6,2,6,1,2,6,5,5,6,1,1,6,2,2,2,4,4,2,4,4,2,1
1,42,0,1,17,"Lower managarial",40,1,NA,1,1,1,1,1,1,1,4,5,4,3,3,4,3,3,1,2,6,2,2,7,2,6,2,2,7,3,4,4,1,1,7,2,2,2,5,4,2,4,4,2,2
1,45,1,3,17,"High managarial",45,1,80000,1,2,1,4,1,4,4,5,5,6,2,1,1,1,5,0,3,4,1,2,7,1,2,1,2,6,6,6,6,1,1,7,4,2,3,5,4,2,5,4,2,1
0,39,1,5,17,"Middle managarial",50,1,80000,1,3,2,3,2,4,4,3,3,3,3,3,4,4,3,3,3,4,4,4,5,3,4,1,2,4,4,4,2,1,1,4,2,2,2,5,4,3,5,4,3,2
1,23,1,1,17,"High managarial",80,1,6000,1,2,1,2,1,1,2,5,6,6,6,5,5,6,5,2,2,2,2,1,7,1,7,1,1,6,7,7,3,1,1,7,2,2,2,5,5,2,5,4,2,1
1,31,1,2,17,"Non managarial",40,1,45000,1,2,1,1,1,1,1,3,3,6,2,5,3,2,5,2,2,2,2,1,6,2,4,2,2,6,6,6,6,2,2,6,3,2,3,3,3,3,3,3,3,2
1,33,1,3,17,"Middle managarial",50,1,30000,3,3,3,3,3,3,2,1,1,6,1,1,3,0,5,3,6,3,3,2,6,5,4,2,7,6,6,6,6,2,6,6,4,4,4,4,4,4,3,3,5,5
1,32,1,NA,17,"Non managarial",50,1,10000,4,4,4,2,4,4,1,5,5,5,5,5,5,5,5,0,3,3,2,2,7,2,7,1,2,7,7,7,7,2,2,7,3,3,3,4,4,2,4,4,2,2
NA,57,1,2,17,"Lower managarial",55,1,104000,2,3,1,2,2,2,1,4,4,3,1,4,0,2,4,1,2,2,1,2,7,2,4,1,3,6,4,3,6,2,2,6,2,3,3,4,3,3,3,4,3,3
0,31,1,1,17,"High managarial",50,1,72000,4,4,4,4,3,4,4,3,3,5,3,3,5,3,5,5,6,6,6,4,6,6,6,1,3,6,6,4,6,4,2,6,4,3,4,3,3,3,4,4,3,2
1,24,1,1,17,"Non managarial",35,0,0,3,5,5,4,3,5,3,5,4,6,5,5,5,4,5,5,5,7,5,2,5,4,6,3,3,6,7,6,5,6,1,6,5,2,4,5,3,1,3,3,4,3
0,35,1,3,17,"Non managarial",40,1,NA,3,3,2,1,1,2,1,4,4,5,5,6,5,5,4,4,3,4,3,3,7,3,6,1,3,7,6,6,4,3,2,6,2,2,2,5,4,2,5,4,3,2
1,44,0,2,17,"High managarial",65,1,80000,3,3,2,4,2,3,2,4,4,5,4,6,5,5,4,4,2,3,3,2,6,2,6,2,2,2,4,4,3,1,3,4,2,3,3,4,4,2,3,4,3,2
1,42,1,3,17,"Non managarial",40,1,20000,5,5,2,3,2,3,1,5,5,6,6,5,5,6,6,6,2,3,1,1,7,1,6,1,1,6,7,3,7,1,1,6,2,2,3,1,4,4,4,4,3,1
0,39,1,2,17,"High managarial",50,1,2e+05,1,3,2,3,3,3,3,5,5,5,5,5,5,5,5,4,2,3,2,2,7,1,6,1,1,6,6,6,5,1,1,6,3,3,4,3,3,4,3,3,4,3
1,40,1,2,17,"Middle managarial",40,1,80000,2,2,3,2,3,4,2,5,4,5,5,4,4,5,5,5,2,2,3,3,6,4,6,1,2,6,6,6,6,3,2,5,4,4,3,5,4,4,5,3,3,3
0,32,0,1,17,"Non managarial",50,1,80000,3,4,4,1,2,4,3,5,4,4,4,4,4,5,4,5,2,2,2,2,6,2,4,6,2,5,6,6,7,2,1,6,3,2,3,4,4,2,4,4,3,2
0,49,1,2,17,"Lower managarial",45,1,60000,4,4,4,4,4,4,3,5,5,6,5,6,6,6,6,6,3,4,1,2,7,2,7,1,1,7,7,7,7,2,2,7,3,3,3,4,4,3,4,4,3,2
0,25,1,NA,17,"Non managarial",50,1,1470,4,4,3,4,3,2,2,3,4,5,0,5,5,3,2,2,4,6,5,4,6,4,2,1,5,4,6,2,6,6,4,5,4,5,4,3,3,4,2,2,5,4
0,34,1,2,17,"Non managarial",40,1,NA,3,3,1,2,1,2,1,5,4,6,1,3,3,5,3,1,2,3,2,2,7,1,4,1,1,4,4,3,2,1,2,6,2,2,2,4,4,2,4,4,2,2
1,39,1,3,17,"Middle managarial",40,1,5000,3,3,2,2,2,1,2,3,2,3,1,1,1,1,3,3,4,6,4,4,4,4,3,3,3,4,4,4,4,3,2,3,3,3,4,4,3,4,3,3,4,4
1,25,1,1,17,NA,40,0,20000,3,5,5,5,4,3,4,6,6,6,6,5,5,5,4,5,4,5,5,1,1,1,1,1,5,5,4,4,6,4,6,1,3,4,3,4,2,2,2,3,5,5
0,32,1,2,17,"Lower managarial",60,1,NA,3,4,2,3,1,4,3,1,4,6,4,3,4,5,5,5,2,5,4,2,6,2,4,1,2,6,6,5,2,2,1,6,2,3,4,4,4,3,4,4,3,2
0,33,1,3,17,"Non managarial",40,1,NA,3,3,2,2,1,2,1,4,4,5,3,5,5,2,4,4,4,3,2,1,7,4,6,1,3,5,5,3,5,2,3,6,4,3,4,4,4,3,3,3,3,3
1,37,0,2,17,"Non managarial",40,1,72000,2,2,2,1,3,3,1,5,5,6,5,6,5,6,3,2,1,1,1,1,6,1,4,1,1,6,6,3,4,1,2,6,2,3,3,4,3,3,2,3,2,2
1,45,0,3,17,"Lower managarial",50,1,NA,2,4,2,4,2,3,3,3,3,3,3,2,1,2,2,2,3,5,3,2,6,2,4,2,2,4,4,4,4,3,2,5,3,2,3,4,4,2,4,4,3,2
0,30,1,NA,17,"Lower managarial",48,1,55000,1,3,1,1,1,3,2,2,3,5,2,3,3,5,4,2,1,3,2,2,5,1,5,2,2,5,5,4,3,3,2,4,3,2,3,4,3,3,3,3,3,3
0,63,0,1,17,"Lower managarial",NA,1,1e+05,3,4,2,2,3,2,2,5,6,6,6,6,6,6,6,5,2,2,2,1,4,1,7,1,1,7,7,7,7,2,1,7,3,3,3,4,3,2,3,3,4,2
1,26,0,NA,17,NA,40,1,NA,3,3,3,2,2,3,3,5,5,6,1,5,5,6,5,5,5,4,3,3,5,4,4,4,3,7,6,4,4,7,7,4,5,3,4,5,3,3,3,3,5,3
1,26,1,1,17,"Non managarial",50,1,NA,3,4,1,3,2,3,3,3,3,6,4,5,4,6,5,3,3,3,2,1,7,1,5,1,1,7,7,7,5,1,1,7,3,2,3,5,3,1,5,4,1,1
NA,27,1,NA,17,"Lower managarial",70,1,62000,2,5,4,4,4,4,4,6,6,6,6,6,6,6,6,6,5,5,1,3,6,3,6,1,2,6,6,6,6,2,1,7,2,3,3,5,4,2,4,4,3,3
1,24,1,1,17,"Non managarial",40,1,57600,3,4,3,2,3,3,4,5,5,6,1,6,6,6,5,6,1,3,1,1,7,1,2,1,1,7,7,2,2,1,1,7,4,1,5,5,3,1,5,4,4,2
0,53,1,2,17,"Non managarial",60,1,50000,2,2,1,1,1,3,2,5,5,5,5,5,5,5,5,5,2,2,2,1,6,2,6,6,6,7,7,7,7,1,1,7,2,2,2,5,5,2,5,5,2,1
1,34,1,NA,17,"Non managarial",45,1,42000,1,2,1,1,1,1,1,5,5,6,3,6,3,2,3,0,2,3,3,2,6,1,2,1,2,7,7,2,2,1,1,6,2,2,2,1,4,2,4,4,3,2
1,30,1,1,17,"Non managarial",40,1,NA,2,2,3,1,2,2,2,5,5,5,3,3,4,2,4,4,2,4,1,1,4,1,2,1,2,2,3,2,4,1,1,2,2,2,4,4,3,4,3,3,3,3
1,NA,1,1,17,"Non managarial",45,1,75000,3,4,2,3,1,4,4,2,2,3,1,0,0,4,3,3,4,4,6,6,6,3,4,6,7,6,5,3,7,7,4,4,4,3,4,3,4,3,4,3,3,3
1,28,1,1,17,"Non managarial",55,1,36000,4,3,2,3,1,2,3,5,5,5,5,5,5,5,4,4,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,4,3,2,2
1,35,0,2,17,"Non managarial",40,1,NA,2,3,1,1,3,3,3,1,1,1,1,1,1,1,2,2,3,5,5,3,3,5,2,2,2,5,5,3,5,3,3,3,2,1,1,5,4,1,4,4,3,2
1,39,0,2,17,"Non managarial",40,1,8000,1,3,1,3,1,3,3,5,5,6,3,5,5,5,6,6,1,4,2,2,6,1,6,1,2,6,6,4,5,1,1,6,3,1,3,5,4,2,4,4,3,2
1,38,1,4,17,"Non managarial",45,1,33600,3,3,4,3,2,4,3,6,6,6,5,5,6,6,6,6,2,3,4,3,6,2,4,1,1,6,6,5,3,1,1,6,4,4,3,4,4,1,3,1,3,1
